profile=17|vanquyet9x|2|2|54|0|1|0|0|8|11|80|180|18|60|11|0|0|1|-1|8994|-1|3|70|0|0|488|632|1776861513597|1776859200724|666|0|0|2|8|2|0
profile=18|daigia9x|1|1|28|0|0|1|1|20|7|60|135|18|50|2|0|0|1|-1|8774|-1|3|1701|0|1|216|104|1776156532347|1776154472472|611|0|0|34|5|1|0
profile=19|hoangtucodon|1|0|33|0|0|1|1|7|10|60|135|18|50|8|0|0|1|-1|8774|-1|3|70|0|1|280|728|1775722256678|1776154788245|1009|0|0|77|9|2|0
profile=20|theanh9x|1|3|53|1|1|1|0|20|6|60|135|18|50|8|0|1|2|-1|8911|-1|3|662|5|0|440|392|1776155810334|1776154477532|469|123|0|24|1|2|4
profile=21|hoangtulanh|1|1|25|0|3|0|1|8|10|80|180|18|60|2|0|1|2|-1|8773|-1|3|0|0|1|248|56|1776858362873|1776855600521|738|319|0|6|5|2|9
profile=22|thieugiacodon|2|4|45|0|2|2|1|20|7|50|120|20|55|5|0|1|2|-1|8787|-1|3|70|0|1|344|840|1776157164450|1776154421308|374|0|0|7|6|2|0
profile=23|thanhphong9x|2|2|13|0|1|3|0|19|9|70|150|15|45|3|0|0|1|-1|-1|-1|3|1701|0|0|616|552|1776155872444|1776860664056|740|305|0|67|8|2|25
profile=24|thienthan9x|1|1|23|0|2|3|0|16|6|70|150|15|45|8|1|0|1|-1|8788|-1|3|80|0|0|248|792|1776861484619|1776858994875|554|81|0|38|5|2|19
profile=25|gianghocodon|2|0|32|0|1|1|1|6|6|60|135|18|50|9|0|1|2|-1|8774|-1|3|70|0|1|584|440|1776156791671|1776154539262|709|0|0|64|6|2|0
profile=26|ngoclan9x|1|0|27|0|0|0|1|10|9|80|180|18|60|0|0|0|1|-1|8773|-1|3|0|0|1|216|584|1776860249835|1776857694814|866|1|0|3|7|2|1
profile=27|sieunhan9x|1|3|28|0|1|3|0|21|9|70|150|15|45|2|1|0|1|-1|8788|-1|3|1701|0|0|408|648|1776156976677|1776154453176|492|3|0|34|2|0|3
profile=28|thienthancodon|2|3|28|0|0|3|0|19|8|70|150|15|45|11|0|1|2|-1|8788|-1|3|80|0|0|72|792|1776155870869|1776860659915|1054|234|0|71|8|0|24
profile=29|baobinh9x|2|1|40|0|2|3|0|17|9|70|150|15|45|9|0|1|1|-1|8785|-1|3|80|0|0|248|600|1776155361858|1776860639441|885|0|0|77|6|0|0
profile=30|maiyeuem|1|1|32|0|2|3|1|21|7|70|150|15|45|0|0|0|1|-1|8788|-1|3|1701|0|1|280|824|1776156108550|1776154421308|547|0|0|30|6|1|0
profile=31|phieuducodon|1|3|31|0|0|2|1|19|6|50|120|20|55|8|0|1|1|-1|8788|-1|3|1701|0|1|376|456|1776157517018|1776860659915|477|2|0|9|9|2|2
profile=32|huyhoang9x|1|1|15|0|0|3|1|20|8|70|150|15|45|0|0|0|1|-1|-1|-1|3|1701|0|1|296|760|1776157012784|1776154432662|643|1|0|43|1|0|1
profile=33|tinhyeu99|2|1|60|0|1|3|0|19|8|70|150|15|45|5|0|0|1|1|8995|-1|3|80|0|0|184|888|1776156349474|1776860659934|607|0|0|1|6|3|0
profile=34|sieunhancodon|2|3|51|1|2|2|1|20|6|50|120|20|55|11|0|1|2|-1|8787|-1|3|2562|2|1|760|680|1776156290395|1776154421308|518|32|0|10|7|2|32
profile=35|thienco9x|1|3|23|0|3|3|0|19|8|70|150|15|45|0|1|1|2|-1|8788|-1|3|482|0|0|456|344|1776156010828|1776860660981|563|396|0|42|5|1|54
profile=36|songgio|1|2|23|0|0|1|1|9|10|60|135|18|50|8|0|1|2|-1|8774|-1|3|80|0|1|520|520|1776857327603|1776856202749|979|68|0|87|9|2|14
profile=37|hiepkhachcodon|1|1|14|0|1|1|0|7|6|60|135|18|50|4|0|0|1|-1|-1|-1|3|80|0|0|264|232|1776157208466|1776154472472|620|6|0|48|6|2|12
profile=38|truongson9x|2|1|41|0|0|3|1|18|6|70|150|15|45|11|0|0|1|-1|8785|-1|3|1701|0|1|408|824|1776156243771|1776860646966|546|0|0|49|7|1|0
profile=39|trangdem|1|0|57|0|0|0|1|9|13|80|180|18|60|10|0|0|1|4|8994|-1|3|0|0|1|440|456|1775734119047|1776860639492|1581|11|0|1|6|2|11
profile=40|trangdemcodon|2|1|36|0|3|3|1|16|7|70|150|15|45|1|0|1|1|-1|8785|-1|3|80|0|1|248|344|1776862098196|1776860485182|633|0|0|52|6|1|0
profile=41|hoangsa9x|2|3|28|0|1|3|1|18|7|70|150|15|45|5|0|1|1|-1|8788|-1|3|70|0|1|536|376|1776155332589|1776860645614|652|0|0|56|8|0|0
profile=42|boylangtu|1|0|22|0|1|0|1|9|12|80|180|18|60|4|0|0|1|-1|8773|-1|3|0|0|1|360|584|1776861844710|1776859431943|1188|65|0|7|7|2|5
profile=43|mattroicodon|1|0|46|0|0|1|1|7|6|60|135|18|50|6|0|1|2|-1|8775|-1|3|0|0|1|40|424|1776156055714|1776154490978|539|3|0|48|6|1|6
profile=44|namkhanh9x|2|0|17|0|2|2|0|19|6|50|120|20|55|5|0|0|1|-1|-1|-1|3|80|0|0|72|312|1776155874807|1776860660965|341|2|0|8|5|2|2
profile=45|satthu9x|2|1|39|0|0|1|0|10|6|60|135|18|50|7|0|0|1|-1|8775|-1|3|70|0|0|168|856|1775725430745|1776154791051|642|0|0|54|5|0|0
profile=46|bongdemcodon|1|4|25|1|3|4|0|20|8|45|110|12|40|0|0|0|1|-1|8788|-1|3|301|0|0|440|632|1776156403768|1776154591007|671|29|0|45|0|0|29
profile=47|ducmanh9x|2|2|28|0|2|0|0|11|12|80|180|18|60|11|0|0|1|-1|8773|-1|3|1901|0|0|72|616|1775735958512|1776860639550|1052|97|0|3|8|2|25
profile=48|romantic9x|2|0|49|0|1|1|0|9|8|60|135|18|50|7|0|0|1|0|8775|-1|3|1901|0|0|232|584|1775723009004|1776154796321|821|9|0|68|1|0|18
profile=49|codoncodon|1|0|51|0|1|2|1|20|5|50|120|20|55|8|0|0|1|8|8787|-1|3|2561|8|1|824|744|1776156981539|1776154421308|417|0|0|2|9|2|0
profile=50|tuananh9x|2|3|44|0|0|2|1|20|7|50|120|20|55|7|0|0|1|19|8787|-1|3|2564|5|1|824|696|1776157251940|1776154421308|554|0|0|15|4|2|0
profile=51|nhocyeu|2|1|38|0|1|3|1|16|7|70|150|15|45|1|0|1|2|-1|8785|-1|3|0|0|1|216|648|1776860867857|1776858771772|866|0|0|47|6|2|0
profile=52|langthangcodon|2|3|24|1|3|4|1|21|6|45|110|12|40|5|1|1|2|-1|8788|-1|3|0|0|1|616|696|1776156146867|1776154432662|715|133|0|60|6|2|7
profile=53|khanhlinh9x|2|2|46|0|0|1|0|10|7|60|135|18|50|5|2|1|2|-1|8775|-1|3|80|0|0|424|568|1775725965666|1776154790863|536|1320|0|31|7|2|90
profile=54|s2hoahong|1|1|53|0|2|1|0|8|7|60|135|18|50|4|0|0|1|4|8911|-1|3|70|0|0|168|696|1776157110916|1776154472472|682|0|0|50|7|2|0
profile=55|mylovecodon|2|1|59|0|3|3|1|21|9|70|150|15|45|7|0|1|1|-1|8995|-1|3|1701|0|1|120|616|1776156446998|1776154426826|848|0|0|0|5|3|0
profile=56|phuongnam9x|2|2|23|0|2|3|0|20|9|70|150|15|45|3|0|1|1|-1|8788|-1|3|0|0|0|152|472|1775687287374|1776154781915|942|149|0|62|6|2|27
profile=57|mualanh|2|4|59|0|2|1|0|19|6|60|135|18|50|7|0|1|1|-1|8911|-1|3|1701|0|0|104|440|1776157308690|1776860663026|575|0|0|0|7|3|0
profile=58|babylovecodon|2|2|32|0|2|2|0|17|7|50|120|20|55|3|0|0|1|-1|8788|-1|3|70|0|0|88|296|1776861191822|1776859202875|594|0|0|0|6|3|0
profile=59|kimanh9x|1|4|37|0|0|3|1|19|8|70|150|15|45|2|0|0|1|-1|8785|-1|3|0|0|1|600|552|1776155540218|1776860659934|701|0|0|52|9|2|0
profile=60|caoboi9x|2|1|54|0|2|2|1|20|7|50|120|20|55|9|0|0|1|1|8995|-1|3|0|0|1|344|424|1776156081021|1776154421308|757|0|0|4|8|2|0
profile=61|romanticcodon|1|3|27|0|2|1|1|7|9|60|135|18|50|10|1|1|2|-1|8774|-1|3|501|0|1|1320|744|1775728043475|1776154863854|1099|448|0|52|3|2|16
profile=62|nhatminh9x|1|1|27|0|3|2|1|19|6|50|120|20|55|4|0|0|1|-1|8788|-1|3|0|0|1|456|584|1776157356213|1776860661997|508|0|0|4|6|2|0
profile=63|thanhbinh|2|1|54|1|1|4|0|23|6|45|110|12|40|9|0|1|2|-1|8990|-1|3|80|0|0|72|312|1776155841249|1776154432662|516|0|0|34|9|2|0
profile=64|kutecodon|2|3|23|0|1|2|0|17|7|50|120|20|55|1|0|0|1|-1|8788|-1|3|0|0|0|232|616|1776857881984|1776856508390|833|71|0|10|5|2|9
profile=65|thuytien9x|2|1|42|0|0|1|1|7|6|60|135|18|50|7|0|0|1|8|8775|-1|3|0|0|1|-24|472|1776157459570|1776154472472|559|1|0|43|9|2|2
profile=66|trumcodon|2|4|32|0|3|1|1|18|6|60|135|18|50|7|0|0|1|-1|8774|-1|3|80|0|1|392|200|1776157453131|1776860642097|296|0|0|18|7|2|0
profile=67|cutecodon|2|4|14|0|1|3|0|17|8|70|150|15|45|3|0|0|1|-1|-1|-1|3|70|0|0|552|632|1776860050919|1776858256830|671|353|0|54|5|2|29
profile=68|thanhvinh9x|2|2|10|0|0|0|0|9|9|80|180|18|60|11|0|0|1|-1|-1|-1|3|0|0|0|248|472|1776858345216|1776855600521|1018|141|0|4|5|2|9
profile=69|anhcodon|2|4|14|0|1|1|1|7|7|60|135|18|50|7|0|0|1|-1|-1|-1|3|0|0|1|440|664|1776156802571|1776154539262|666|167|0|44|9|0|38
profile=70|vipcodon|1|3|45|0|1|2|0|18|8|50|120|20|55|6|0|0|1|3|8787|-1|3|301|0|0|264|312|1776156092293|1776860648037|657|0|0|5|5|2|0
profile=71|hoanglong9x|1|4|50|0|1|2|1|20|7|50|120|20|55|2|0|0|1|1|8787|-1|3|0|0|1|216|632|1776155813707|1776154421308|570|0|0|9|9|2|0
profile=72|khoinguyen|2|1|38|1|1|4|1|14|8|45|110|12|40|3|0|1|2|-1|8785|-1|3|70|0|1|296|584|1776857777985|1776860652478|818|0|0|67|9|2|0
profile=73|procodon|1|1|25|0|0|2|0|20|5|50|120|20|55|10|0|0|1|-1|8788|-1|3|70|0|0|104|392|1776155934476|1776154421308|213|1|0|3|8|2|1
profile=74|minhkhoi9x|1|1|29|0|0|3|0|20|7|70|150|15|45|4|1|0|1|-1|8788|-1|3|0|0|0|200|936|1776155355528|1776154421308|648|0|0|42|6|0|0
profile=75|theanh|2|4|49|0|1|1|0|19|7|60|135|18|50|1|0|0|1|8|8775|-1|3|80|0|0|232|360|1776155603245|1776860658877|806|0|0|60|3|1|0
profile=76|thanhdat97|1|0|59|1|1|4|1|21|5|45|110|12|40|8|0|1|2|-1|8990|-1|3|0|0|1|600|600|1776155397172|1776154438264|557|0|0|0|7|4|0
profile=77|sieunhanh|1|2|58|0|2|2|1|19|5|50|120|20|55|6|0|0|1|3|8995|-1|3|301|0|1|472|520|1776156348711|1776154421308|477|0|0|5|5|2|0
profile=78|emcodon|2|1|23|0|1|2|1|19|6|50|120|20|55|7|0|0|1|-1|8788|-1|3|1901|0|1|296|520|1776156915049|1776860659934|373|0|0|7|5|2|0
profile=79|minhquan97|2|2|12|0|1|0|1|10|11|80|180|18|60|3|0|0|1|-1|-1|-1|3|70|0|1|296|120|1775732808459|1776860639677|1185|89|0|8|7|2|11
profile=80|giangho9x|2|0|12|0|0|2|0|21|6|50|120|20|55|1|0|0|1|-1|-1|-1|3|402|0|0|296|360|1775680834547|1776154781933|665|116|0|10|5|2|2
profile=81|minhcodon|2|2|42|0|1|2|0|21|8|50|120|20|55|1|0|0|1|1|8787|-1|3|0|0|0|376|648|1776156954678|1776154421308|717|123|0|10|5|2|23
profile=82|quocviet97|2|0|58|0|1|0|0|8|10|80|180|18|60|5|0|1|2|-1|8994|-1|3|70|0|0|264|792|1776859183444|1776855600521|775|31|0|3|8|2|31
profile=83|thanhvip|1|2|44|0|2|1|0|7|8|60|135|18|50|6|1|0|1|19|8775|-1|3|70|0|0|392|408|1776156624552|1776154525568|541|1|0|46|6|2|2
profile=84|thanhcodon|1|3|28|0|2|1|0|9|8|60|135|18|50|10|1|0|1|-1|8774|-1|3|1901|0|0|584|424|1775729378937|1776154788253|828|42|0|50|6|2|12
profile=85|anhkhoa97|1|1|47|0|1|1|0|8|10|60|135|18|50|4|0|1|1|-1|8775|-1|3|1701|0|0|488|568|1776857632333|1776855600521|796|1|0|71|8|1|2
profile=86|songviem|1|2|42|0|2|0|0|10|10|80|180|18|60|2|0|0|1|0|8777|-1|3|80|0|0|584|648|1776860953546|1776859326675|706|6|0|3|9|2|6
profile=87|quoccodon|1|0|23|0|1|1|0|6|9|60|135|18|50|0|0|0|1|-1|8774|-1|3|482|0|0|488|424|1775723120423|1776154856882|931|73|0|70|5|2|24
profile=88|hoangphi97|2|4|23|0|3|0|0|9|10|80|180|18|60|11|0|0|1|-1|8773|-1|3|1701|0|0|328|936|1776861849887|1776859200724|1201|4|0|9|5|2|4
profile=89|anhkhongdoi|2|2|14|0|1|0|1|11|11|80|180|18|60|9|0|0|1|-1|-1|-1|3|301|0|1|216|504|1775731192496|1776860639503|917|217|0|4|8|2|17
profile=90|vanquyet97|1|3|27|0|1|1|0|10|8|60|135|18|50|6|0|0|1|-1|8774|-1|3|1701|0|0|408|888|1776857491935|1776855600521|719|76|0|36|6|2|14
profile=91|codonboy|2|4|23|0|2|2|0|21|5|50|120|20|55|3|0|1|1|-1|8788|-1|3|301|0|0|392|504|1776157325183|1776154509643|386|78|0|6|2|2|16
profile=92|girllangtu|1|3|14|0|1|0|1|8|13|80|180|18|60|0|0|0|1|-1|-1|-1|3|0|0|1|-8|488|1775722974178|1776860639648|1074|2|0|4|9|2|2
profile=93|theanh97|1|2|14|0|0|1|0|8|9|60|135|18|50|6|0|0|1|-1|-1|-1|3|0|0|0|248|440|1775720681706|1776154791051|823|111|0|58|7|2|22
profile=94|nightboy|2|3|35|0|1|3|1|20|9|70|150|15|45|1|0|1|1|-1|8785|-1|3|0|0|1|296|312|1776155982206|1776154421308|1095|59|0|88|0|1|59
profile=95|langtulangtu|2|2|29|0|2|1|0|7|6|60|135|18|50|5|0|0|1|-1|8774|-1|3|0|0|0|168|328|1776156331335|1776154490978|605|0|0|37|5|1|0
profile=96|thanhphong97|2|0|40|0|0|0|0|10|13|80|180|18|60|11|0|1|1|-1|8777|-1|3|70|0|0|104|552|1776860436802|1776858805938|886|1|0|5|8|2|1
profile=97|satthulanh|1|2|11|0|1|2|1|19|8|50|120|20|55|10|0|0|1|-1|-1|-1|3|301|0|1|376|168|1776156620308|1776860659915|727|77|0|12|6|2|3
profile=98|nhoclangtu|2|3|33|0|2|3|1|21|7|70|150|15|45|1|0|0|1|-1|8788|-1|3|0|0|1|376|360|1776155506589|1776154421308|704|27|0|68|7|1|27
profile=99|ngoclan97|2|1|54|0|1|3|0|18|9|70|150|15|45|9|0|1|2|-1|8995|-1|3|2562|3|0|1208|440|1776155345711|1776860648019|663|1|0|53|6|2|1
profile=100|hoangsa|2|2|54|1|3|4|1|22|6|45|110|12|40|7|0|0|1|0|8990|-1|3|1701|0|1|424|648|1776156635037|1776154432662|502|0|0|29|5|1|0
profile=101|satthulangtu|2|4|35|0|0|2|1|21|5|50|120|20|55|7|1|0|1|-1|8787|-1|3|70|0|1|72|472|1776155833256|1776154421308|436|0|0|2|7|2|0
profile=102|baobinh97|1|1|44|0|3|0|0|8|9|80|180|18|60|0|1|0|1|4|8777|-1|3|201|0|0|1224|776|1775710906639|1776154790744|1003|4|0|10|3|2|4
profile=103|truongson|2|3|53|0|0|1|1|7|8|60|135|18|50|7|1|1|1|-1|8911|-1|3|0|0|1|120|488|1776157328685|1776154477532|629|1827|0|42|0|0|4
profile=104|rongdenlangtu|2|4|35|0|2|2|0|17|5|50|120|20|55|5|0|0|1|-1|8787|-1|3|70|0|0|152|248|1776861368450|1776859123509|390|0|0|4|9|2|0
profile=105|huyhoang97|2|1|38|1|1|4|1|14|6|45|110|12|40|9|0|0|1|-1|8785|-1|3|1901|0|1|616|664|1776858491361|1776860654670|614|0|0|42|7|2|0
profile=106|ngoclan|1|4|38|0|0|1|0|10|6|60|135|18|50|10|1|1|2|-1|8775|-1|3|0|0|0|56|296|1775727150945|1776154793534|498|0|0|38|5|2|0
profile=107|hoangtulangtu|2|1|14|0|0|0|1|8|13|80|180|18|60|9|0|0|1|-1|-1|-1|3|0|0|1|200|280|1776863893579|1776860370578|1538|216|0|6|9|2|16
profile=108|thienco97|2|1|25|0|0|3|1|19|6|70|150|15|45|5|0|0|1|-1|8788|-1|3|70|0|1|600|584|1776156459789|1776860660965|457|11|0|34|9|2|11
profile=109|baobinh|2|1|44|0|0|3|1|21|8|70|150|15|45|11|0|1|1|-1|8995|-1|3|301|0|1|600|360|1776155895824|1776154421308|1174|0|0|85|7|2|0
profile=110|thieugialangtu|2|3|16|0|0|2|1|21|6|50|120|20|55|3|0|0|1|-1|-1|-1|3|70|0|1|360|536|1776156197678|1776154421308|559|21|0|5|9|2|21
profile=111|truongson97|2|0|17|0|2|1|0|19|10|60|135|18|50|3|0|0|1|-1|-1|-1|3|1901|0|0|248|760|1775686011956|1776860658892|867|180|0|59|4|1|16
profile=112|hoangkim|1|1|51|0|3|2|0|18|7|50|120|20|55|2|0|0|1|4|8787|-1|3|0|0|0|296|600|1776861442511|1776859367974|289|1|0|11|7|2|1
profile=113|giangholangtu|1|0|57|1|3|4|0|15|7|45|110|12|40|2|0|0|1|1|8990|-1|3|80|0|0|328|632|1776861432630|1776860105115|666|0|0|42|5|2|0
profile=114|hoangsa97|2|0|23|0|3|1|0|7|9|60|135|18|50|11|0|1|1|-1|8774|-1|3|301|0|0|328|520|1775715277687|1776154798878|1049|153|0|61|8|1|16
profile=115|haclau|2|1|53|1|1|1|1|9|7|60|135|18|50|9|0|0|1|4|8911|-1|3|301|0|1|344|728|1775719633948|1776154790968|557|0|0|43|8|1|0
profile=116|thienthanlangtu|2|2|58|1|2|0|0|8|10|80|180|18|60|9|0|0|1|4|8994|-1|3|1701|0|0|232|872|1776857353297|1776855600521|947|1119|0|4|7|2|119
profile=117|namkhanh97|2|1|57|0|1|3|0|17|6|70|150|15|45|7|0|0|1|3|8995|-1|3|80|0|0|568|440|1776859319083|1776857234842|547|0|0|41|6|2|0
profile=118|depzai9x|2|0|23|0|2|3|1|20|7|70|150|15|45|11|0|0|1|-1|8788|-1|3|301|0|1|296|120|1776156914492|1776154681221|428|8|0|62|0|0|8
profile=119|phieudulangtu|1|3|53|0|2|1|1|10|7|60|135|18|50|8|0|1|2|-1|8911|-1|3|1701|0|1|456|232|1775724734276|1776154790847|654|61|0|48|6|2|0
profile=120|ducmanh97|2|4|30|0|0|0|0|12|13|80|180|18|60|9|0|0|1|-1|8773|-1|3|80|0|0|376|552|1775740629957|1776860639427|1473|17|0|15|6|2|17
profile=121|xinhgai9x|1|0|27|0|2|1|0|18|7|60|135|18|50|6|0|0|1|-1|8774|-1|3|70|0|0|24|488|1776157378861|1776860643222|744|1|0|33|8|2|2
profile=122|sieunhanlangtu|1|2|40|0|0|2|0|21|7|50|120|20|55|2|2|1|2|-1|8787|-1|3|0|0|0|408|488|1776156887616|1776154421308|647|0|0|9|6|2|0
profile=123|tuananh97|2|4|17|1|2|4|0|22|5|45|110|12|40|7|0|0|1|-1|-1|-1|3|0|0|0|168|328|1776155471900|1776154438264|344|3|0|23|0|0|3
profile=124|mylove9x|1|1|11|0|0|0|1|12|11|80|180|18|60|8|0|0|1|-1|-1|-1|3|0|0|1|360|664|1775728626038|1776860639677|1087|192|0|6|7|2|22
profile=125|hiepkhachlangtu|2|0|53|0|0|0|1|12|12|80|180|18|60|1|0|1|1|-1|8994|-1|3|1901|0|1|456|584|1776861343386|1776858042719|1149|93|0|5|6|2|93
profile=126|khanhlinh97|1|0|57|0|0|1|0|18|8|60|135|18|50|2|0|0|1|3|8911|-1|3|70|0|0|392|872|1776156589115|1776860645582|774|0|0|44|5|2|0
profile=127|thanhtam|2|1|43|0|3|3|1|20|9|70|150|15|45|7|0|1|2|-1|8995|-1|3|0|0|1|616|680|1776155365483|1776154421308|1007|0|0|93|3|2|0
profile=128|trangdemlangtu|1|4|46|0|2|2|1|19|8|50|120|20|55|10|2|0|1|1|8787|-1|3|70|0|1|296|584|1776157382819|1776860659933|515|0|0|14|7|2|0
profile=129|phuongnam97|1|4|23|0|1|2|1|18|6|50|120|20|55|0|0|1|1|-1|8788|-1|3|1701|0|1|184|840|1776863074165|1776860603144|550|123|0|11|6|2|1
profile=130|anhyeuem|1|1|12|0|2|2|0|17|6|50|120|20|55|8|0|0|1|-1|-1|-1|3|1901|0|0|424|488|1776859524680|1776857053783|573|230|0|10|10|2|20
profile=131|mattroilangtu|1|4|27|0|0|1|0|8|7|60|135|18|50|10|1|0|1|-1|8774|-1|3|0|0|0|104|296|1776156128334|1776154531789|633|38|0|42|7|2|6
profile=132|kimanh97|2|3|17|0|3|0|0|11|9|80|180|18|60|11|0|0|1|-1|-1|-1|3|80|0|0|312|568|1776860847872|1776857655359|617|117|0|6|6|2|19
profile=133|vanquyet|1|2|48|0|0|2|1|19|7|50|120|20|55|10|1|1|2|-1|8787|-1|3|301|0|1|280|488|1776155732269|1776860661997|657|0|0|8|6|2|0
profile=134|bongdemlangtu|2|1|40|1|2|4|0|23|6|45|110|12|40|7|0|1|1|-1|8785|-1|3|70|0|0|424|632|1776156185462|1776154438264|592|0|0|56|4|0|0
profile=135|nhatminh97|2|4|58|1|1|1|1|10|7|60|135|18|50|1|1|0|1|8|8911|-1|3|1901|0|1|216|312|1775723031973|1776154790941|506|0|0|27|7|2|0
profile=136|langdu|2|3|13|0|1|2|0|17|8|50|120|20|55|7|0|0|1|-1|-1|-1|3|0|0|0|296|600|1776859994675|1776857166592|861|228|0|11|6|2|6
profile=137|codonlangtu|1|3|30|0|1|1|0|9|6|60|135|18|50|8|0|0|1|-1|8774|-1|3|70|0|0|72|536|1775720798534|1776154856898|435|1|0|48|2|0|2
profile=138|thuytien97|1|0|56|0|0|3|1|21|6|70|150|15|45|0|0|0|1|0|8995|-1|3|0|0|1|120|8|1776156030958|1776154421308|567|0|0|28|8|2|0
profile=139|phongluu|1|3|14|0|0|1|0|19|8|60|135|18|50|0|0|0|1|-1|-1|-1|3|80|0|0|136|392|1775675725869|1776860659915|596|13|0|33|6|2|26
profile=140|langthanglangtu|2|4|23|0|2|3|1|20|9|70|150|15|45|1|0|0|1|-1|8788|-1|3|0|0|1|136|152|1776155671005|1776154421308|801|139|0|52|7|1|17
profile=141|thanhvinh97|1|3|14|0|0|1|1|6|6|60|135|18|50|2|0|0|1|-1|-1|-1|3|0|0|1|328|184|1776156395404|1776154531789|703|65|0|31|0|1|44
profile=142|matbuon|1|2|59|0|2|2|0|17|7|50|120|20|55|8|0|1|2|-1|8995|-1|3|1901|0|0|184|296|1776861706184|1776859320883|517|0|0|1|6|2|0
profile=143|mylovelangtu|2|2|13|0|0|0|1|12|13|80|180|18|60|5|0|0|1|-1|-1|-1|3|80|0|1|456|504|1775732477669|1776860639427|1445|0|0|9|6|2|0
profile=144|hoanglong97|2|2|25|0|1|2|1|20|7|50|120|20|55|5|0|0|1|-1|8788|-1|3|1701|0|1|376|504|1776157602714|1776154421308|374|1|0|9|3|0|1
profile=145|songkiem|2|3|43|0|0|1|1|8|6|60|135|18|50|5|1|1|2|-1|8775|-1|3|604|3|1|840|568|1776155923596|1776154472472|535|11|0|43|0|0|22
profile=146|babylovelangtu|1|1|24|0|0|1|1|20|7|60|135|18|50|2|0|0|1|-1|8774|-1|3|70|0|1|424|680|1776156351718|1776154477532|455|2|0|47|6|1|4
profile=147|minhkhoi97|2|2|49|0|0|3|0|20|8|70|150|15|45|1|0|1|2|-1|8995|-1|3|1901|0|0|408|872|1776156208821|1776154421308|635|2|0|61|7|1|2
profile=148|trangkhuyet|1|2|57|0|0|0|1|10|9|80|180|18|60|6|0|1|2|-1|8994|-1|3|0|0|1|216|808|1776861391239|1776858581630|1088|0|0|1|9|4|0
profile=149|romanticlangtu|1|3|48|0|1|0|0|10|10|80|180|18|60|0|1|0|1|19|8994|-1|3|1701|0|0|184|616|1776860580692|1776859104274|1135|297|0|7|10|2|75
